seq_name	Accession	Definition	Source	Genus	Species	Subspecies	Organism	Date	Length
OQ555521	OQ555521.1	Xanthonycticebus sp. i MB-2023 isolate L23 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	716
OQ555522	OQ555522.1	Xanthonycticebus sp. i MB-2023 isolate L24 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	716
OQ555525	OQ555525.1	Xanthonycticebus sp. i MB-2023 isolate L27 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	716
OQ555526	OQ555526.1	Xanthonycticebus sp. i MB-2023 isolate L28 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	716
OQ555533	OQ555533.1	Xanthonycticebus sp. i MB-2023 isolate L35 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	716
OQ555534	OQ555534.1	Xanthonycticebus sp. i MB-2023 isolate L39 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	716
OQ555536	OQ555536.1	Xanthonycticebus sp. i MB-2023 isolate L41 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	686
OQ555537	OQ555537.1	Xanthonycticebus sp. i MB-2023 isolate L42 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	693
OQ555538	OQ555538.1	Xanthonycticebus sp. i MB-2023 isolate N24 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	716
OQ555557	OQ555557.1	Xanthonycticebus sp. i MB-2023 isolate L0 cytochrome b (cytb) gene, complete cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	1183
OQ555558	OQ555558.1	Xanthonycticebus sp. i MB-2023 isolate L2 cytochrome b (cytb) gene, complete cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	1185
OQ555562	OQ555562.1	Xanthonycticebus sp. i MB-2023 isolate L41 cytochrome b (cytb) gene, complete cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	1185
OQ555563	OQ555563.1	Xanthonycticebus sp. i MB-2023 isolate L42 cytochrome b (cytb) gene, complete cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	1186
OQ555572	OQ555572.1	Xanthonycticebus sp. i MB-2023 isolate L14 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	672
OQ555573	OQ555573.1	Xanthonycticebus sp. i MB-2023 isolate L15 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	672
OQ555576	OQ555576.1	Xanthonycticebus sp. i MB-2023 isolate L19 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	673
OQ555577	OQ555577.1	Xanthonycticebus sp. i MB-2023 isolate L20 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	672
OQ555578	OQ555578.1	Xanthonycticebus sp. i MB-2023 isolate L23 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	671
OQ555579	OQ555579.1	Xanthonycticebus sp. i MB-2023 isolate L24 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	671
OQ555582	OQ555582.1	Xanthonycticebus sp. i MB-2023 isolate L27 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	672
OQ555583	OQ555583.1	Xanthonycticebus sp. i MB-2023 isolate L28 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	671
OQ555589	OQ555589.1	Xanthonycticebus sp. i MB-2023 isolate L35 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	663
OQ555590	OQ555590.1	Xanthonycticebus sp. i MB-2023 isolate L39 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	670
OQ555591	OQ555591.1	Xanthonycticebus sp. i MB-2023 isolate L4 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	673
OQ555594	OQ555594.1	Xanthonycticebus sp. i MB-2023 isolate L9 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	672
OQ555595	OQ555595.1	Xanthonycticebus sp. i MB-2023 isolate L10 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	667
OQ555596	OQ555596.1	Xanthonycticebus sp. i MB-2023 isolate L11 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	671
OQ555597	OQ555597.1	Xanthonycticebus sp. i MB-2023 isolate L12 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	666
OQ555598	OQ555598.1	Xanthonycticebus sp. i MB-2023 isolate L13 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus sp. i MB-2023	Xanthonycticebus	intermedius		Xanthonytcticebus intermedius	2023-04-08	671
NC_002765	NC_002765.1	NA	NA	NA	NA	NA	NA	NA	NA
AJ309867	AJ309867.1	Nycticebus coucang mitochondrial genome	mitochondrion Nycticebus coucang (slow loris)	Nycticebus	coucang		Nycticebus coucang	2001-05-01	16764
NC_012761	NC_012761.1	NA	NA	NA	NA	NA	NA	NA	NA
AB371092	AB371092.1	Mitochondrion	Mitochondrion	Galago 	senegalensis		Galago senegalensis	2007-12-09	16795
NC_012762	NC_012762.1	NA	NA	NA	NA	NA	NA	NA	NA
AB371093	AB371093.1	Mitochondrion	Mitochondrion	Otolemur 	crassicaudatus		Otolemur crassicaudatus	2007-12-09	16827
NC_012763	NC_012763.1	NA	NA	NA	NA	NA	NA	NA	NA
AB371094	AB371094.1	Mitochondrion	Mitochondrion	Loris 	tardigradus		Loris tardigradus	2007-12-09	16776
NC_012764	NC_012764.1	NA	NA	NA	NA	NA	NA	NA	NA
AB371095	AB371095.1	Mitochondrion	Mitochondrion	Perodicticus 	potto		Perodicticus potto	2007-12-09	16638
NC_021949	NC_021949.1	NA	NA	NA	NA	NA	NA	NA	NA
KC757396	KC757396.1	Mitochondrion	Mitochondrion	Galago 	moholi		Galago moholi	2013-03-06	16650
NC_021955	NC_021955.1	NA	NA	NA	NA	NA	NA	NA	NA
KC757402	KC757402.1	Mitochondrion	Mitochondrion	Loris 	lydekkerianus		Loris lydekkerianus	2013-03-06	16791
NC_021958	NC_021958.1	NA	NA	NA	NA	NA	NA	NA	NA
KC757405	KC757405.1	Nycticebus bengalensis mitochondrion, complete genome	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2013-07-28	16735
NC_033381	NC_033381.1	NA	NA	NA	NA	NA	NA	NA	NA
KX397281	KX397281.1	Xanthonycticebus pygmaeus mitochondrion, complete genome	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2016-12-28	16856
NC_040292	NC_040292.1	NA	NA	NA	NA	NA	NA	NA	NA
MG515246	MG515246.1	Nycticebus coucang insularis mitochondrion, complete genome	mitochondrion Nycticebus coucang insularis	Nycticebus	coucang	insularis	Nycticebus coucang insularis	2019-01-19	16765
